,date,province,confirmed,cured,dead,nowc
1898,2020-03-15,重庆市,576,570,6,0
1899,2020-03-15,四川省,539,516,3,20
1900,2020-03-15,贵州省,146,143,2,1
1901,2020-03-15,云南省,175,172,2,1
1902,2020-03-15,西藏自治区,1,1,0,0
1903,2020-03-15,陕西省,245,232,2,11
1904,2020-03-15,甘肃省,133,91,2,40
1905,2020-03-15,青海省,18,18,0,0
1906,2020-03-15,宁夏回族自治区,75,73,0,2
1907,2020-03-15,新疆维吾尔自治区,76,73,3,0
1908,2020-03-15,台湾省,59,20,1,38
1909,2020-03-15,香港特别行政区,148,84,4,60
1910,2020-03-15,澳门特别行政区,10,10,0,0
1911,2020-03-16,北京市,455,368,8,79
1912,2020-03-16,天津市,136,133,3,0
1913,2020-03-16,河北省,318,310,6,2
1914,2020-03-16,山西省,133,133,0,0
1915,2020-03-16,内蒙古自治区,75,73,1,1
1916,2020-03-16,辽宁省,125,119,1,5
1917,2020-03-16,吉林省,93,92,1,0
1918,2020-03-16,黑龙江省,482,456,13,13
1919,2020-03-16,上海市,358,325,3,30
1920,2020-03-16,江苏省,631,631,0,0
1921,2020-03-16,浙江省,1232,1216,1,15
1922,2020-03-16,安徽省,990,984,6,0
1923,2020-03-16,福建省,296,295,1,0
1924,2020-03-16,江西省,935,934,1,0
1925,2020-03-16,山东省,761,746,7,8
1926,2020-03-16,河南省,1273,1250,22,1
1927,2020-03-16,湖北省,67799,55987,3111,8701
1928,2020-03-16,湖南省,1018,1014,4,0
1929,2020-03-16,广东省,1364,1307,8,49
1930,2020-03-16,广西壮族自治区,253,248,2,3
1931,2020-03-16,海南省,168,161,6,1
1932,2020-03-16,重庆市,576,570,6,0
1933,2020-03-16,四川省,539,520,3,16
1934,2020-03-16,贵州省,146,144,2,0
1935,2020-03-16,云南省,176,172,2,2
1936,2020-03-16,西藏自治区,1,1,0,0
1937,2020-03-16,陕西省,246,233,3,10
1938,2020-03-16,甘肃省,133,91,2,40
1939,2020-03-16,青海省,18,18,0,0
1940,2020-03-16,宁夏回族自治区,75,75,0,0
1941,2020-03-16,新疆维吾尔自治区,76,73,3,0
1942,2020-03-16,台湾省,67,22,1,44
1943,2020-03-16,香港特别行政区,157,88,4,65
1944,2020-03-16,澳门特别行政区,11,10,0,1
1945,2020-03-17,北京市,458,373,8,77
1946,2020-03-17,天津市,136,133,3,0
1947,2020-03-17,河北省,318,310,6,2
1948,2020-03-17,山西省,133,133,0,0
1949,2020-03-17,内蒙古自治区,75,73,1,1
1950,2020-03-17,辽宁省,125,122,1,2
1951,2020-03-17,吉林省,93,92,1,0
1952,2020-03-17,黑龙江省,482,459,13,10
1953,2020-03-17,上海市,361,325,3,33
1954,2020-03-17,江苏省,631,631,0,0
1955,2020-03-17,浙江省,1232,1216,1,15
1956,2020-03-17,安徽省,990,984,6,0
1957,2020-03-17,福建省,296,295,1,0
1958,2020-03-17,江西省,935,934,1,0
1959,2020-03-17,山东省,761,746,7,8
1960,2020-03-17,河南省,1273,1250,22,1
1961,2020-03-17,湖北省,67800,56883,3122,7795
1962,2020-03-17,湖南省,1018,1014,4,0
1963,2020-03-17,广东省,1369,1312,8,49
1964,2020-03-17,广西壮族自治区,253,250,2,1
1965,2020-03-17,海南省,168,161,6,1
1966,2020-03-17,重庆市,576,570,6,0
1967,2020-03-17,四川省,540,525,3,12
1968,2020-03-17,贵州省,146,144,2,0
1969,2020-03-17,云南省,176,172,2,2
1970,2020-03-17,西藏自治区,1,1,0,0
1971,2020-03-17,陕西省,246,236,3,7
1972,2020-03-17,甘肃省,133,91,2,40
1973,2020-03-17,青海省,18,18,0,0
1974,2020-03-17,宁夏回族自治区,75,75,0,0
1975,2020-03-17,新疆维吾尔自治区,76,73,3,0
1976,2020-03-17,台湾省,77,22,1,54
1977,2020-03-17,香港特别行政区,167,92,4,71
1978,2020-03-17,澳门特别行政区,13,10,0,3
1979,2020-03-18,北京市,479,379,8,92
1980,2020-03-18,天津市,136,133,3,0
1981,2020-03-18,河北省,318,310,6,2
1982,2020-03-18,山西省,133,133,0,0
1983,2020-03-18,内蒙古自治区,75,74,1,0
1984,2020-03-18,辽宁省,125,122,1,2
1985,2020-03-18,吉林省,93,92,1,0
1986,2020-03-18,黑龙江省,483,460,13,10
1987,2020-03-18,上海市,363,326,3,34
1988,2020-03-18,江苏省,631,631,0,0
1989,2020-03-18,浙江省,1233,1217,1,15
1990,2020-03-18,安徽省,990,984,6,0
1991,2020-03-18,福建省,296,295,1,0
1992,2020-03-18,江西省,935,934,1,0
1993,2020-03-18,山东省,761,747,7,7
1994,2020-03-18,河南省,1273,1250,22,1
1995,2020-03-18,湖北省,67800,57678,3130,6992
1996,2020-03-18,湖南省,1018,1014,4,0
1997,2020-03-18,广东省,1378,1318,8,52
1998,2020-03-18,广西壮族自治区,253,250,2,1
1999,2020-03-18,海南省,168,161,6,1
2000,2020-03-18,重庆市,576,570,6,0
2001,2020-03-18,四川省,540,531,3,6
2002,2020-03-18,贵州省,146,144,2,0
2003,2020-03-18,云南省,176,172,2,2
2004,2020-03-18,西藏自治区,1,1,0,0
2005,2020-03-18,陕西省,246,237,3,6
2006,2020-03-18,甘肃省,133,91,2,40
2007,2020-03-18,青海省,18,18,0,0
2008,2020-03-18,宁夏回族自治区,75,75,0,0
2009,2020-03-18,新疆维吾尔自治区,76,73,3,0
2010,2020-03-18,台湾省,100,22,1,77
2011,2020-03-18,香港特别行政区,192,95,4,93
2012,2020-03-18,澳门特别行政区,15,10,0,5
2013,2020-03-19,北京市,485,384,8,93
2014,2020-03-19,天津市,137,133,3,1
2015,2020-03-19,河北省,318,310,6,2
2016,2020-03-19,山西省,133,133,0,0
2017,2020-03-19,内蒙古自治区,75,74,1,0
2018,2020-03-19,辽宁省,126,122,2,2
2019,2020-03-19,吉林省,93,92,1,0
2020,2020-03-19,黑龙江省,484,463,13,8
2021,2020-03-19,上海市,371,326,3,42
2022,2020-03-19,江苏省,631,631,0,0
2023,2020-03-19,浙江省,1234,1219,1,14
2024,2020-03-19,安徽省,990,984,6,0
2025,2020-03-19,福建省,299,295,1,3
2026,2020-03-19,江西省,935,934,1,0
2027,2020-03-19,山东省,762,748,7,7
2028,2020-03-19,河南省,1273,1250,22,1
2029,2020-03-19,湖北省,67800,58381,3132,6287
2030,2020-03-19,湖南省,1018,1014,4,0
2031,2020-03-19,广东省,1392,1322,8,62
2032,2020-03-19,广西壮族自治区,254,250,2,2
2033,2020-03-19,海南省,168,161,6,1
2034,2020-03-19,重庆市,576,570,6,0
2035,2020-03-19,四川省,541,536,3,2
2036,2020-03-19,贵州省,146,144,2,0
2037,2020-03-19,云南省,176,172,2,2
2038,2020-03-19,西藏自治区,1,1,0,0
2039,2020-03-19,陕西省,247,237,3,7
2040,2020-03-19,甘肃省,134,98,2,34
2041,2020-03-19,青海省,18,18,0,0
2042,2020-03-19,宁夏回族自治区,75,75,0,0
2043,2020-03-19,新疆维吾尔自治区,76,73,3,0
2044,2020-03-19,台湾省,108,26,1,81
2045,2020-03-19,香港特别行政区,208,98,4,106
2046,2020-03-19,澳门特别行政区,17,10,0,7
2047,2020-03-20,北京市,499,392,8,99
2048,2020-03-20,天津市,137,133,3,1
2049,2020-03-20,河北省,318,310,6,2
2050,2020-03-20,山西省,133,133,0,0
2051,2020-03-20,内蒙古自治区,75,74,1,0
2052,2020-03-20,辽宁省,126,122,2,2
2053,2020-03-20,吉林省,93,92,1,0
2054,2020-03-20,黑龙江省,484,463,13,8
2055,2020-03-20,上海市,380,326,3,51
2056,2020-03-20,江苏省,631,631,0,0
2057,2020-03-20,浙江省,1236,1219,1,16
2058,2020-03-20,安徽省,990,984,6,0
2059,2020-03-20,福建省,303,295,1,7
2060,2020-03-20,江西省,935,934,1,0
2061,2020-03-20,山东省,764,749,7,8
2062,2020-03-20,河南省,1273,1250,22,1
2063,2020-03-20,湖北省,67800,58942,3139,5719
2064,2020-03-20,湖南省,1018,1014,4,0
2065,2020-03-20,广东省,1399,1325,8,66
2066,2020-03-20,广西壮族自治区,254,250,2,2
2067,2020-03-20,海南省,168,161,6,1
2068,2020-03-20,重庆市,576,570,6,0
2069,2020-03-20,四川省,542,536,3,3
2070,2020-03-20,贵州省,146,144,2,0
2071,2020-03-20,云南省,176,172,2,2
2072,2020-03-20,西藏自治区,1,1,0,0
2073,2020-03-20,陕西省,248,239,3,6
2074,2020-03-20,甘肃省,134,113,2,19
2075,2020-03-20,青海省,18,18,0,0
2076,2020-03-20,宁夏回族自治区,75,75,0,0
2077,2020-03-20,新疆维吾尔自治区,76,73,3,0
2078,2020-03-20,台湾省,135,28,2,105
2079,2020-03-20,香港特别行政区,256,98,4,154
2080,2020-03-20,澳门特别行政区,17,10,0,7
2081,2020-03-21,北京市,512,398,8,106
2082,2020-03-21,天津市,137,133,3,1
2083,2020-03-21,河北省,319,310,6,3
2084,2020-03-21,山西省,133,133,0,0
2085,2020-03-21,内蒙古自治区,75,74,1,0
2086,2020-03-21,辽宁省,126,122,2,2
2087,2020-03-21,吉林省,93,92,1,0
2088,2020-03-21,黑龙江省,484,465,13,6
2089,2020-03-21,上海市,394,327,4,63
2090,2020-03-21,江苏省,633,631,0,2
2091,2020-03-21,浙江省,1237,1219,1,17
2092,2020-03-21,安徽省,990,984,6,0
2093,2020-03-21,福建省,307,295,1,11
2094,2020-03-21,江西省,936,934,1,1
2095,2020-03-21,山东省,765,750,7,8
2096,2020-03-21,河南省,1273,1250,22,1
2097,2020-03-21,湖北省,67800,59432,3144,5224
2098,2020-03-21,湖南省,1018,1014,4,0
2099,2020-03-21,广东省,1407,1329,8,70
2100,2020-03-21,广西壮族自治区,254,250,2,2
2101,2020-03-21,海南省,168,161,6,1
2102,2020-03-21,重庆市,576,570,6,0
2103,2020-03-21,四川省,543,536,3,4
2104,2020-03-21,贵州省,146,144,2,0
2105,2020-03-21,云南省,176,172,2,2
2106,2020-03-21,西藏自治区,1,1,0,0
2107,2020-03-21,陕西省,248,239,3,6
2108,2020-03-21,甘肃省,134,113,2,19
2109,2020-03-21,青海省,18,18,0,0
2110,2020-03-21,宁夏回族自治区,75,75,0,0
2111,2020-03-21,新疆维吾尔自治区,76,73,3,0
2112,2020-03-21,台湾省,153,28,2,123
2113,2020-03-21,香港特别行政区,273,100,4,169
2114,2020-03-21,澳门特别行政区,18,10,0,8
2115,2020-03-22,北京市,522,400,8,114
2116,2020-03-22,天津市,137,133,3,1
2117,2020-03-22,河北省,319,310,6,3
2118,2020-03-22,山西省,133,133,0,0
2119,2020-03-22,内蒙古自治区,75,74,1,0
2120,2020-03-22,辽宁省,127,124,2,1
2121,2020-03-22,吉林省,93,92,1,0
2122,2020-03-22,黑龙江省,484,465,13,6
2123,2020-03-22,上海市,404,328,4,72
2124,2020-03-22,江苏省,633,631,0,2
2125,2020-03-22,浙江省,1238,1221,1,16
2126,2020-03-22,安徽省,990,984,6,0
2127,2020-03-22,福建省,313,295,1,17
2128,2020-03-22,江西省,936,934,1,1
2129,2020-03-22,山东省,767,751,7,9
2130,2020-03-22,河南省,1274,1250,22,2
2131,2020-03-22,湖北省,67800,59879,3153,4768
2132,2020-03-22,湖南省,1018,1014,4,0
2133,2020-03-22,广东省,1413,1332,8,73
2134,2020-03-22,广西壮族自治区,254,250,2,2
2135,2020-03-22,海南省,168,161,6,1
2136,2020-03-22,重庆市,577,570,6,1
2137,2020-03-22,四川省,543,536,3,4
2138,2020-03-22,贵州省,146,144,2,0
2139,2020-03-22,云南省,176,172,2,2
2140,2020-03-22,西藏自治区,1,1,0,0
2141,2020-03-22,陕西省,248,239,3,6
2142,2020-03-22,甘肃省,136,114,2,20
2143,2020-03-22,青海省,18,18,0,0
2144,2020-03-22,宁夏回族自治区,75,75,0,0
2145,2020-03-22,新疆维吾尔自治区,76,73,3,0
2146,2020-03-22,台湾省,169,28,2,139
2147,2020-03-22,香港特别行政区,317,100,4,213
2148,2020-03-22,澳门特别行政区,21,10,0,11
2149,2020-03-23,北京市,554,401,8,145
2150,2020-03-23,天津市,141,133,3,5
2151,2020-03-23,河北省,319,310,6,3
2152,2020-03-23,山西省,134,133,0,1
2153,2020-03-23,内蒙古自治区,75,74,1,0
2154,2020-03-23,辽宁省,127,124,2,1
2155,2020-03-23,吉林省,93,92,1,0
2156,2020-03-23,黑龙江省,484,468,13,3
2157,2020-03-23,上海市,414,329,4,81
2158,2020-03-23,江苏省,636,631,0,5
2159,2020-03-23,浙江省,1240,1221,1,18
2160,2020-03-23,安徽省,990,984,6,0
2161,2020-03-23,福建省,318,295,1,22
2162,2020-03-23,江西省,936,934,1,1
2163,2020-03-23,山东省,768,752,7,9
2164,2020-03-23,河南省,1274,1250,22,2
2165,2020-03-23,湖北省,67801,60323,3160,4318
2166,2020-03-23,湖南省,1018,1014,4,0
2167,2020-03-23,广东省,1428,1333,8,87
2168,2020-03-23,广西壮族自治区,254,250,2,2
2169,2020-03-23,海南省,168,161,6,1
2170,2020-03-23,重庆市,578,570,6,2
2171,2020-03-23,四川省,545,536,3,6
2172,2020-03-23,贵州省,146,144,2,0
2173,2020-03-23,云南省,176,172,2,2
2174,2020-03-23,西藏自治区,1,1,0,0
2175,2020-03-23,陕西省,249,240,3,6
2176,2020-03-23,甘肃省,136,118,2,16
2177,2020-03-23,青海省,18,18,0,0
2178,2020-03-23,宁夏回族自治区,75,75,0,0
2179,2020-03-23,新疆维吾尔自治区,76,73,3,0
2180,2020-03-23,台湾省,195,29,2,164
2181,2020-03-23,香港特别行政区,356,101,4,251
2182,2020-03-23,澳门特别行政区,25,10,0,15
2183,2020-03-24,北京市,559,401,8,150
2184,2020-03-24,天津市,145,133,3,9
2185,2020-03-24,河北省,319,310,6,3
2186,2020-03-24,山西省,134,133,0,1
2187,2020-03-24,内蒙古自治区,77,74,1,2
2188,2020-03-24,辽宁省,127,124,2,1
2189,2020-03-24,吉林省,94,92,1,1
2190,2020-03-24,黑龙江省,484,468,13,3
2191,2020-03-24,上海市,433,330,5,98
2192,2020-03-24,江苏省,638,631,0,7
2193,2020-03-24,浙江省,1241,1221,1,19
2194,2020-03-24,安徽省,990,984,6,0
2195,2020-03-24,福建省,322,295,1,26
2196,2020-03-24,江西省,936,934,1,1
2197,2020-03-24,山东省,769,752,7,10
2198,2020-03-24,河南省,1274,1250,22,2
2199,2020-03-24,湖北省,67801,60810,3163,3828
2200,2020-03-24,湖南省,1018,1014,4,0
2201,2020-03-24,广东省,1433,1334,8,91
2202,2020-03-24,广西壮族自治区,254,250,2,2
2203,2020-03-24,海南省,168,162,6,0
2204,2020-03-24,重庆市,578,570,6,2
2205,2020-03-24,四川省,547,536,3,8
2206,2020-03-24,贵州省,146,144,2,0
2207,2020-03-24,云南省,176,172,2,2
2208,2020-03-24,西藏自治区,1,1,0,0
2209,2020-03-24,陕西省,250,240,3,7
2210,2020-03-24,甘肃省,136,119,2,15
2211,2020-03-24,青海省,18,18,0,0
2212,2020-03-24,宁夏回族自治区,75,75,0,0
2213,2020-03-24,新疆维吾尔自治区,76,73,3,0
2214,2020-03-24,台湾省,216,29,2,185
2215,2020-03-24,香港特别行政区,386,102,4,280
2216,2020-03-24,澳门特别行政区,26,10,0,16
2217,2020-03-25,北京市,565,403,8,154
2218,2020-03-25,天津市,147,133,3,11
2219,2020-03-25,河北省,319,310,6,3
2220,2020-03-25,山西省,135,133,0,2
2221,2020-03-25,内蒙古自治区,89,74,1,14
2222,2020-03-25,辽宁省,127,124,2,1
2223,2020-03-25,吉林省,95,92,1,2
2224,2020-03-25,黑龙江省,484,469,13,2
2225,2020-03-25,上海市,451,330,5,116
2226,2020-03-25,江苏省,640,631,0,9
2227,2020-03-25,浙江省,1243,1222,1,20
2228,2020-03-25,安徽省,990,984,6,0
2229,2020-03-25,福建省,328,295,1,32
2230,2020-03-25,江西省,936,934,1,1
2231,2020-03-25,山东省,769,752,7,10
2232,2020-03-25,河南省,1275,1250,22,3
2233,2020-03-25,湖北省,67801,61201,3169,3431
2234,2020-03-25,湖南省,1018,1014,4,0
2235,2020-03-25,广东省,1444,1336,8,100
2236,2020-03-25,广西壮族自治区,254,250,2,2
2237,2020-03-25,海南省,168,162,6,0
2238,2020-03-25,重庆市,578,570,6,2
2239,2020-03-25,四川省,547,536,3,8
2240,2020-03-25,贵州省,146,144,2,0
2241,2020-03-25,云南省,178,172,2,4
2242,2020-03-25,西藏自治区,1,1,0,0
2243,2020-03-25,陕西省,253,242,3,8
2244,2020-03-25,甘肃省,136,121,2,13
2245,2020-03-25,青海省,18,18,0,0
2246,2020-03-25,宁夏回族自治区,75,75,0,0
2247,2020-03-25,新疆维吾尔自治区,76,73,3,0
2248,2020-03-25,台湾省,235,29,2,204
2249,2020-03-25,香港特别行政区,410,106,4,300
2250,2020-03-25,澳门特别行政区,30,10,0,20
2251,2020-03-26,北京市,569,406,8,155
2252,2020-03-26,天津市,152,133,3,16
2253,2020-03-26,河北省,319,310,6,3
2254,2020-03-26,山西省,135,133,0,2
2255,2020-03-26,内蒙古自治区,92,74,1,17
2256,2020-03-26,辽宁省,128,124,2,2
2257,2020-03-26,吉林省,95,92,1,2
2258,2020-03-26,黑龙江省,484,469,13,2
2259,2020-03-26,上海市,468,331,5,132
2260,2020-03-26,江苏省,641,631,0,10
2261,2020-03-26,浙江省,1247,1222,1,24
2262,2020-03-26,安徽省,990,984,6,0
2263,2020-03-26,福建省,331,295,1,35
2264,2020-03-26,江西省,936,934,1,1
2265,2020-03-26,山东省,771,752,7,12
2266,2020-03-26,河南省,1275,1250,22,3
2267,2020-03-26,湖北省,67801,61731,3174,2896
2268,2020-03-26,湖南省,1018,1014,4,0
2269,2020-03-26,广东省,1456,1337,8,111
2270,2020-03-26,广西壮族自治区,254,250,2,2
2271,2020-03-26,海南省,168,162,6,0
2272,2020-03-26,重庆市,578,570,6,2
2273,2020-03-26,四川省,548,536,3,9
2274,2020-03-26,贵州省,146,144,2,0
2275,2020-03-26,云南省,180,172,2,6
2276,2020-03-26,西藏自治区,1,1,0,0
2277,2020-03-26,陕西省,253,242,3,8
2278,2020-03-26,甘肃省,136,123,2,11
2279,2020-03-26,青海省,18,18,0,0
2280,2020-03-26,宁夏回族自治区,75,75,0,0
2281,2020-03-26,新疆维吾尔自治区,76,73,3,0
2282,2020-03-26,台湾省,252,29,2,221
2283,2020-03-26,香港特别行政区,453,110,4,339
2284,2020-03-26,澳门特别行政区,33,10,0,23
2285,2020-03-27,北京市,572,409,8,155
2286,2020-03-27,天津市,156,133,3,20
2287,2020-03-27,河北省,319,310,6,3
2288,2020-03-27,山西省,135,133,0,2
2289,2020-03-27,内蒙古自治区,94,74,1,19
2290,2020-03-27,辽宁省,131,124,2,5
2291,2020-03-27,吉林省,97,92,1,4
2292,2020-03-27,黑龙江省,484,469,13,2
2293,2020-03-27,上海市,485,334,5,146
2294,2020-03-27,江苏省,641,631,0,10
2295,2020-03-27,浙江省,1251,1225,1,25
2296,2020-03-27,安徽省,990,984,6,0
2297,2020-03-27,福建省,337,295,1,41
2298,2020-03-27,江西省,936,934,1,1
2299,2020-03-27,山东省,772,752,7,13
2300,2020-03-27,河南省,1275,1251,22,2
2301,2020-03-27,湖北省,67801,62098,3177,2526
2302,2020-03-27,湖南省,1018,1014,4,0
2303,2020-03-27,广东省,1467,1341,8,118
2304,2020-03-27,广西壮族自治区,254,250,2,2
2305,2020-03-27,海南省,168,162,6,0
2306,2020-03-27,重庆市,578,570,6,2
2307,2020-03-27,四川省,548,536,3,9
2308,2020-03-27,贵州省,146,144,2,0
2309,2020-03-27,云南省,180,172,2,6
2310,2020-03-27,西藏自治区,1,1,0,0
2311,2020-03-27,陕西省,253,242,3,8
2312,2020-03-27,甘肃省,136,125,2,9
2313,2020-03-27,青海省,18,18,0,0
2314,2020-03-27,宁夏回族自治区,75,75,0,0
2315,2020-03-27,新疆维吾尔自治区,76,73,3,0
2316,2020-03-27,台湾省,267,30,2,235
2317,2020-03-27,香港特别行政区,518,111,4,403
2318,2020-03-27,澳门特别行政区,34,10,0,24
2319,2020-03-28,北京市,576,411,8,157
2320,2020-03-28,天津市,163,133,3,27
2321,2020-03-28,河北省,319,310,6,3
2322,2020-03-28,山西省,136,133,0,3
2323,2020-03-28,内蒙古自治区,95,74,1,20
2324,2020-03-28,辽宁省,134,124,2,8
2325,2020-03-28,吉林省,98,92,1,5
2326,2020-03-28,黑龙江省,484,469,13,2
2327,2020-03-28,上海市,492,334,5,153
2328,2020-03-28,江苏省,644,631,0,13
2329,2020-03-28,浙江省,1254,1225,1,28
2330,2020-03-28,安徽省,990,984,6,0
2331,2020-03-28,福建省,338,295,1,42
2332,2020-03-28,江西省,937,934,1,2
2333,2020-03-28,山东省,772,752,7,13
2334,2020-03-28,河南省,1276,1251,22,3
2335,2020-03-28,湖北省,67801,62565,3182,2054
2336,2020-03-28,湖南省,1018,1014,4,0
2337,2020-03-28,广东省,1475,1349,8,118
2338,2020-03-28,广西壮族自治区,254,250,2,2
2339,2020-03-28,海南省,168,162,6,0
2340,2020-03-28,重庆市,579,570,6,3
2341,2020-03-28,四川省,550,536,3,11
2342,2020-03-28,贵州省,147,144,2,1
2343,2020-03-28,云南省,180,172,2,6
2344,2020-03-28,西藏自治区,1,1,0,0
2345,2020-03-28,陕西省,253,242,3,8
2346,2020-03-28,甘肃省,136,125,2,9
2347,2020-03-28,青海省,18,18,0,0
2348,2020-03-28,宁夏回族自治区,75,75,0,0
2349,2020-03-28,新疆维吾尔自治区,76,73,3,0
2350,2020-03-28,台湾省,283,30,2,251
2351,2020-03-28,香港特别行政区,582,112,4,466
2352,2020-03-28,澳门特别行政区,37,10,0,27
2353,2020-03-29,北京市,577,412,8,157
2354,2020-03-29,天津市,166,133,3,30
2355,2020-03-29,河北省,321,310,6,5
2356,2020-03-29,山西省,136,133,0,3
2357,2020-03-29,内蒙古自治区,97,74,1,22
2358,2020-03-29,辽宁省,136,124,2,10
2359,2020-03-29,吉林省,98,92,1,5
2360,2020-03-29,黑龙江省,484,469,13,2
2361,2020-03-29,上海市,498,334,5,159
2362,2020-03-29,江苏省,645,631,0,14
2363,2020-03-29,浙江省,1255,1225,1,29
2364,2020-03-29,安徽省,990,984,6,0
2365,2020-03-29,福建省,340,295,1,44
2366,2020-03-29,江西省,937,935,1,1
2367,2020-03-29,山东省,773,753,7,13
2368,2020-03-29,河南省,1276,1251,22,3
2369,2020-03-29,湖北省,67801,62882,3186,1733
2370,2020-03-29,湖南省,1018,1014,4,0
2371,2020-03-29,广东省,1484,1351,8,125
2372,2020-03-29,广西壮族自治区,254,250,2,2
2373,2020-03-29,海南省,168,162,6,0
2374,2020-03-29,重庆市,579,570,6,3
2375,2020-03-29,四川省,550,536,3,11
2376,2020-03-29,贵州省,147,144,2,1
2377,2020-03-29,云南省,180,172,2,6
2378,2020-03-29,西藏自治区,1,1,0,0
2379,2020-03-29,陕西省,253,242,3,8
2380,2020-03-29,甘肃省,138,125,2,11
2381,2020-03-29,青海省,18,18,0,0
2382,2020-03-29,宁夏回族自治区,75,75,0,0
2383,2020-03-29,新疆维吾尔自治区,76,73,3,0
2384,2020-03-29,台湾省,298,39,3,256
2385,2020-03-29,香港特别行政区,641,118,4,519
2386,2020-03-29,澳门特别行政区,38,10,0,28
2387,2020-03-30,北京市,580,416,8,156
2388,2020-03-30,天津市,174,133,3,38
2389,2020-03-30,河北省,321,310,6,5
2390,2020-03-30,山西省,136,133,0,3
2391,2020-03-30,内蒙古自治区,107,74,1,32
2392,2020-03-30,辽宁省,139,124,2,13
2393,2020-03-30,吉林省,98,92,1,5
2394,2020-03-30,黑龙江省,484,469,13,2
2395,2020-03-30,上海市,509,338,5,166
2396,2020-03-30,江苏省,646,631,0,15
2397,2020-03-30,浙江省,1257,1226,1,30
2398,2020-03-30,安徽省,990,984,6,0
2399,2020-03-30,福建省,343,295,1,47
2400,2020-03-30,江西省,937,935,1,1
2401,2020-03-30,山东省,774,753,7,14
2402,2020-03-30,河南省,1276,1251,22,3
2403,2020-03-30,湖北省,67801,63153,3187,1461
2404,2020-03-30,湖南省,1018,1014,4,0
2405,2020-03-30,广东省,1490,1353,8,129
2406,2020-03-30,广西壮族自治区,254,250,2,2
2407,2020-03-30,海南省,168,162,6,0
2408,2020-03-30,重庆市,579,570,6,3
2409,2020-03-30,四川省,550,536,3,11
2410,2020-03-30,贵州省,147,144,2,1
2411,2020-03-30,云南省,181,172,2,7
2412,2020-03-30,西藏自治区,1,1,0,0
2413,2020-03-30,陕西省,253,242,3,8
2414,2020-03-30,甘肃省,138,125,2,11
2415,2020-03-30,青海省,18,18,0,0
2416,2020-03-30,宁夏回族自治区,75,75,0,0
2417,2020-03-30,新疆维吾尔自治区,76,73,3,0
2418,2020-03-30,台湾省,306,39,5,262
2419,2020-03-30,香港特别行政区,682,124,4,554
2420,2020-03-30,澳门特别行政区,39,10,0,29
2421,2020-03-31,北京市,580,418,8,154
2422,2020-03-31,天津市,174,135,3,36
2423,2020-03-31,河北省,323,310,6,7
2424,2020-03-31,山西省,137,133,0,4
2425,2020-03-31,内蒙古自治区,111,74,1,36
2426,2020-03-31,辽宁省,140,124,2,14
2427,2020-03-31,吉林省,98,92,1,5
2428,2020-03-31,黑龙江省,484,469,13,2
2429,2020-03-31,上海市,516,341,6,169
2430,2020-03-31,江苏省,646,631,0,15
2431,2020-03-31,浙江省,1257,1226,1,30
2432,2020-03-31,安徽省,990,984,6,0
2433,2020-03-31,福建省,345,297,1,47
2434,2020-03-31,江西省,937,935,1,1
2435,2020-03-31,山东省,774,753,7,14
2436,2020-03-31,河南省,1276,1251,22,3
2437,2020-03-31,湖北省,67802,63326,3193,1283
2438,2020-03-31,湖南省,1018,1014,4,0
2439,2020-03-31,广东省,1501,1357,8,136
2440,2020-03-31,广西壮族自治区,254,250,2,2
2441,2020-03-31,海南省,168,162,6,0
2442,2020-03-31,重庆市,579,570,6,3
2443,2020-03-31,四川省,552,536,3,13
2444,2020-03-31,贵州省,147,144,2,1
2445,2020-03-31,云南省,182,172,2,8
2446,2020-03-31,西藏自治区,1,1,0,0
2447,2020-03-31,陕西省,255,242,3,10
2448,2020-03-31,甘肃省,138,125,2,11
2449,2020-03-31,青海省,18,18,0,0
2450,2020-03-31,宁夏回族自治区,75,75,0,0
2451,2020-03-31,新疆维吾尔自治区,76,73,3,0
2452,2020-03-31,台湾省,322,39,5,278
2453,2020-03-31,香港特别行政区,714,128,4,582
2454,2020-03-31,澳门特别行政区,41,10,0,31
2455,2020-04-01,北京市,582,424,8,150
2456,2020-04-01,天津市,176,135,3,38
2457,2020-04-01,河北省,325,310,6,9
2458,2020-04-01,山西省,137,133,0,4
2459,2020-04-01,内蒙古自治区,117,74,1,42
2460,2020-04-01,辽宁省,140,124,2,14
2461,2020-04-01,吉林省,98,92,1,5
2462,2020-04-01,黑龙江省,488,469,13,6
2463,2020-04-01,上海市,522,343,6,173
2464,2020-04-01,江苏省,647,631,0,16
2465,2020-04-01,浙江省,1258,1228,1,29
2466,2020-04-01,安徽省,990,984,6,0
2467,2020-04-01,福建省,345,299,1,45
2468,2020-04-01,江西省,937,935,1,1
2469,2020-04-01,山东省,775,753,7,15
2470,2020-04-01,河南省,1276,1251,22,3
2471,2020-04-01,湖北省,67802,63470,3199,1133
2472,2020-04-01,湖南省,1019,1014,4,1
2473,2020-04-01,广东省,1507,1365,8,134
2474,2020-04-01,广西壮族自治区,254,252,2,0
2475,2020-04-01,海南省,168,162,6,0
2476,2020-04-01,重庆市,579,570,6,3
2477,2020-04-01,四川省,554,537,3,14
2478,2020-04-01,贵州省,147,144,2,1
2479,2020-04-01,云南省,183,172,2,9
2480,2020-04-01,西藏自治区,1,1,0,0
2481,2020-04-01,陕西省,255,242,3,10
